,classification,sous_classification,periodes,taux_de_sortie,total_ventes,dates_par_periode,ventes_par_periode,derniere_mise_a_jour
8903H24ASST,2 4 Pulls,Les basics,"['Période 1', 'Période 2', 'Période 3', 'Période 4']","[2.7, 3.9, 4.1, 7.0]","[27, 39, 41, 7]","[('25/09/2024', '26/09/2024', '27/09/2024', '28/09/2024', '30/09/2024', '01/10/2024', '02/10/2024', '03/10/2024', '04/10/2024', '05/10/2024'), ('07/10/2024', '08/10/2024', '09/10/2024', '10/10/2024', '11/10/2024', '12/10/2024', '14/10/2024', '15/10/2024', '16/10/2024', '17/10/2024'), ('18/10/2024', '19/10/2024', '21/10/2024', '22/10/2024', '24/10/2024', '25/10/2024', '26/10/2024', '28/10/2024', '29/10/2024', '30/10/2024'), ('31/10/2024',)]","[(2, 2, 2, 3, 3, 2, 1, 4, 2, 6), (3, 5, 3, 4, 6, 8, 2, 2, 2, 4), (2, 10, 3, 3, 3, 5, 5, 4, 3, 3), (7,)]",2024-11-01 01:42:12
